unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50,unnamed_51,unnamed_52,unnamed_53,unnamed_54,unnamed_55
Dividend Income,,,,,,Aurobindo Pharma,,,,,,,-10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Aurobindo Pharma,834500,308800,172.6,339.2,1181.1,2166,1853.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liabilities no Longer Required Written Back,,,,,,Aurobindo Pharma,,,,,,-22.2,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Operating Activities,,,,,,Aurobindo Pharma,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark-to-market Gain/loss on Derivative Financial Instruments,,,,,,Aurobindo Pharma,-60100,-68900,-313.5,393.7,-35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liabilities no Longer Required Written Back (net),,,,,,Aurobindo Pharma,-83700,-18800,-40.8,-30.9,-41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in provision for retirement benefits and others,,,,,,Aurobindo Pharma,948900,-718300,383.2,-29.5,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Trade Receivables,,,,,,Aurobindo Pharma,-6828300,5044900,-4695.7,4577.3,-865.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Increasej/decrease in Trade Receivables,,,,,,Aurobindo Pharma,,,,,,-6041.8,305.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans,,,,,,Aurobindo Pharma,-200,-1300,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase·j/decrease in Inventories,,,,,,Aurobindo Pharma,,,,,,-6236.3,-6481.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Decrease)/lncrease in Inventories,,,,,,Aurobindo Pharma,-3524100,-11359700,6054.6,-3061.1,-7711.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Trade Payables,,,,,,Aurobindo Pharma,2648400,3340900,-5635.6,3001.3,6162.9,-606.3,5589.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,Aurobindo Pharma,,,,,-646.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Liabilities,,,,,,Aurobindo Pharma,,,,,,-2180.8,761.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current and Non-current Liabilities,,,,,,Aurobindo Pharma,-1147100,1062800,1538.9,-1284.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Current and Non-current Assets,,,,,,Aurobindo Pharma,-224900,-1053100,430.1,-733.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Other Assets,,,,,,Aurobindo Pharma,,,,,-2755.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Assets,,,,,,Aurobindo Pharma,13061400,230800,252.5,-1203.6,-1318.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Liabilities,,,,,,Aurobindo Pharma,-1214300,35900,-166.1,2414.7,2801.8,3066,-2029.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Provision for Employee Benefits,,,,,,Aurobindo Pharma,,,,,,674,1511.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Increasej/decrease in Other Assets,,,,,,Aurobindo Pharma,,,,,,-3505.5,-672.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Increasej/decrease in Other Financial Asset,,,,,,Aurobindo Pharma,,,,,,-5382,341.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Aurobindo Pharma,22672500,21401300,16881.1,18924.6,15002.8,6524.2,28850.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sale of Current Investments,,,,,,Aurobindo Pharma,,-805800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Purchase/sale of Current Investments(net),,,,,,Aurobindo Pharma,,,1615.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Purchase)/proceeds of non-current investments made in joint ventures,,,,,,Aurobindo Pharma,,,-325.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Non-current Investments,,,,,,Aurobindo Pharma,-999700,,,361.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances not Considered as Cash and Cash Equivalents (net),,,,,,Aurobindo Pharma,-267400,,821.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Aurobindo Pharma,101700,,152.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purchase of Property, Plant and Equipment, Including Movement in Capital Work- In- Progress, Capital Advances and Capital Creditors (net)",,,,,,Aurobindo Pharma,-7426000,-5484400,-11598.6,-11166,-14955.6,-7970.8,-13631.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds From Sale of Property, Plant & Equipment",,,,,,Aurobindo Pharma,,,,,,427.8,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sales of Property, Plant, and Equipment and Intangible Assets",,,,,,Aurobindo Pharma,79000,228600,190.6,120,210.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amount Paid Towards Business Acquisitions,,,,,,Aurobindo Pharma,,,-5925,-1689.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Controlling interest in a subsidiary,,,,,,Aurobindo Pharma,,,,-280.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Controlling interest in subsidiaries,,,,,,Aurobindo Pharma,,,,,,-121.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Liquidation of Subsidiary,,,,,,Aurobindo Pharma,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Intangible Assets and Intangible Assets Under Development,,,,,,Aurobindo Pharma,-159400,-1065500,-3704.3,-801.7,-5833.6,-830,-2135.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Current Investments,,,,,,Aurobindo Pharma,,,,,-12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sale of Current Investments,,,,,,Aurobindo Pharma,,,,-6883.5,824.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Purchase/sale of Current Investments(net),,,,,,Aurobindo Pharma,,-805800,1615.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PurchaseJ/proceeds from sale of Current investments (net,,,,,,Aurobindo Pharma,,,,,,-2.4,-10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Received from Joint Ventures,,,,,,Aurobindo Pharma,24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Liquidation of Joint Venture,,,,,,Aurobindo Pharma,,,255.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds/(purchase) of non-current investments made in joint ventures,,,,,,Aurobindo Pharma,,-873100,-325.3,1068.6,-146.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sale of Non-current Investments,,,,,,Aurobindo Pharma,,,,361.3,383.3,583.8,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Non-current Investments,,,,,,Aurobindo Pharma,-999700,,,,12.8,-65,-120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement in Other Bank Balances,,,,,,Aurobindo Pharma,,,,,,-510,-8255.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances not Considered as Cash and Cash Equivalents (net),,,,,,Aurobindo Pharma,-267400,-313400,821.1,-16046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement in Bank Balances not Considered as Cash and Cash Equivalents (net),,,,,,Aurobindo Pharma,,,,,-12448.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Received,,,,,,Aurobindo Pharma,,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Aurobindo Pharma,101700,92200,152.8,263.3,1354.4,1405.9,1761.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Aurobindo Pharma,-8647400,,-18474.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayments of Non-current Borrowings,,,,,,Aurobindo Pharma,,-8221400,,-35053.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Aurobindo Pharma,-8647400,-8221400,-18474.6,-35053.7,-30612.5,-7082.2,-22234.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayments of Non-current Borrowings,,,,,,Aurobindo Pharma,-1078900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Non-current Borrowings,,,,,,Aurobindo Pharma,,-1396700,782.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds/frepayment) of Current borrowings (net),,,,,,Aurobindo Pharma,-9641800,257400,-6158.3,352.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liabilities-net,,,,,,Aurobindo Pharma,-712800,,-631.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issuance of Equity Share Capital,,,,,,Aurobindo Pharma,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid on Equity Shares,,,,,,Aurobindo Pharma,,,-880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs Paid,,,,,,Aurobindo Pharma,-752800,-732100,-87.7,-2634.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayments of Non-current Borrowings,,,,,,Aurobindo Pharma,-1078900,-1396700,,,-55.9,-95.9,-6382.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Non-current Borrowings,,,,,,Aurobindo Pharma,,257400,782.6,352.4,11202.6,2782.6,3483.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds/(repayments) of Current Borrowings (net),,,,,,Aurobindo Pharma,,,,,,14695.5,-1885.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds/frepayment) of Current borrowings (net),,,,,,Aurobindo Pharma,-9641800,-4171500,-6158.3,15236.9,2694.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liabilities,,,,,,Aurobindo Pharma,,,,,,-551.8,-523.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liabilities-net,,,,,,Aurobindo Pharma,-712800,-681000,-631.2,-597,193.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyback of equity shares (including tax and transaction Cost),,,,,,Aurobindo Pharma,,,,,,-9302.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid,,,,,,Aurobindo Pharma,,,,,,-6.6,-2321.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid on Equity Shares,,,,,,Aurobindo Pharma,,-732100,-880,-2634.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs Paid,,,,,,Aurobindo Pharma,-752800,-222700,-87.7,-239.4,-1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Paid,,,,,,Aurobindo Pharma,,,,,,-2069.2,-1795.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Aurobindo Pharma,-12184400,,-6974.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Aurobindo Pharma,,-6946600,,12118.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Aurobindo Pharma,-12184400,-6946600,-6974.6,12118.7,12926.3,5452.2,-9425.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Aurobindo Pharma,1856500,,-8552.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Cash and Cash Equivalents,,,,,,Aurobindo Pharma,15800,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Aurobindo Pharma,1856500,6179300,-8552.7,-3944.7,-2633.8,5108.8,-2623.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Cash and Cash Equivalents,,,,,,Aurobindo Pharma,15800,-54000,15.4,1.6,49.6,208,186.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add Cash and Cash equivalents on acquisition of a subsidiary,,,,,,Aurobindo Pharma,,,,64.1,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: Quarters,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Aurobindo Pharma,2014 FQ2,2014 FQ4,2015 FQ2,2015 FQ4,2016 FQ2,2016 FQ4,2017 FQ2,2017 FQ4,2018 FQ2,2018 FQ4,2019 FQ2,2019 FQ4,2020 FQ2,2020 FQ4,2021 FQ2,2021 FQ4,2022 FQ2,2022 FQ4,2023 FQ2,2023 FQ4,2024 FQ2,2024 FQ4,2025 FQ2,2025 FQ4,2026 FQ2,2026 FQ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Aurobindo Pharma,2013-09-30 00:00:00,2014-03-31 00:00:00,2014-09-30 00:00:00,2015-04-01 00:00:00,2015-09-30 00:00:00,2016-03-31 00:00:00,2016-09-30 00:00:00,2017-03-31 00:00:00,2017-09-30 00:00:00,2018-03-31 00:00:00,2018-09-30 00:00:00,2019-03-31 00:00:00,2019-09-30 00:00:00,2020-03-31 00:00:00,2020-09-30 00:00:00,2021-03-31 00:00:00,2021-09-30 00:00:00,2022-03-31 00:00:00,2022-09-30 00:00:00,2023-03-31 00:00:00,2023-09-30 00:00:00,2024-03-31 00:00:00,2024-09-30 00:00:00,2025-03-31 00:00:00,2025-09-30 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency,,,,,,Aurobindo Pharma,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,Aurobindo Pharma,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Cash Equivalents,,,,,,Aurobindo Pharma,3060500,1785.8,5077900,4410.8,6465500,7904.1,7032700,4894.4,9428300,12140,17431400,18837,20613400,27637.1,33647500,53734.7,44745600,41625.1,37719.1,43962.9,41321.1,33934.8,39039.7,55689.5,54016.4,71914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances Other Than Above,,,,,,Aurobindo Pharma,,,,80.1,,98.5,,240.4,307000,482.5,341100,734.8,728000,784.4,1127800,1008.1,226200,275,16325.2,16879.1,29394.5,28848.2,29357.4,26665.4,34897.5,26788.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,Aurobindo Pharma,400,0.3,300,196.4,196400,0.2,27800,0.2,200,0.2,200,0.2,200,0.2,806000,1597.9,200,3788.5,10672.1,1510,774.6,505.8,285.2,0.1,10.2,7472.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Aurobindo Pharma,20302300,26365.7,32434500,35371.5,41189200,46066.8,27271400,27653.3,30365600,30802,31966500,34137.8,41600400,43151.6,38119500,35032.8,39314400,40122.6,36564.1,44663.8,46395.8,48167.4,53882.8,57459.3,58911.1,70943.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundry Debtors,,,,,,Aurobindo Pharma,20302300,,,35371.5,41189200,,,27653.3,,,,,41600400,,,,,,36564.1,,46395.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Assets - Receivable from Bank,,,,,,Aurobindo Pharma,,,,,,,12167000,,12544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Aurobindo Pharma,3983100,3771.9,5204000,83.6,7943700,103.1,105100,108.9,110800,86.6,110100,102.6,113900,136.8,129700,143.2,140400,127.1,119.7,124.3,132.6,128.6,138.8,155.6,166.3,178.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Aurobindo Pharma,21182600,23675.4,35192700,35996.6,40869100,40561.4,42010000,43305.4,51897800,58584.1,68175400,72456,75927400,76998.7,88239800,90265.7,84680000,75538.5,78905.2,85112.3,92823.3,98082.3,104318.6,105437.2,111918.8,120529.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Aurobindo Pharma,,3771.9,5204000,,,103.1,105100,,110800,86.6,110100,102.6,,136.8,129700,143.2,140400,127.1,,124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Held for Sale,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,836.1,848900,791,849,857.6,29.1,4337.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Aurobindo Pharma,,23675.4,35192700,,,40561.4,42010000,,51897800,58584.1,68175400,72456,,76998.7,88239800,90265.7,84680000,75538.5,,85112.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Held for Sale,,,,,,Aurobindo Pharma,,,,83.6,,,,108.9,,,,,,,,836.1,848900,791,,857.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Assets,,,,,,Aurobindo Pharma,907100,712.7,759800,6095.8,1246500,7675.1,8177300,8107.6,12499200,11098.7,14346400,13381.6,13294400,14857.9,15895400,14488.1,14392100,15550.1,16521.8,18687,21573.3,25364.3,28690.6,23570.2,24296.9,28034.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Assets,,,,,,Aurobindo Pharma,,,,1489.2,,491.8,157000,7576.5,11000,7942,12079600,13634.6,575100,400.8,112100,338.7,410300,709.1,1817.9,2903.5,2879.5,2631.1,6543.3,2619.5,2251.7,1009.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Assets, Net",,,,,,Aurobindo Pharma,21182600,,,69.7,40869100,42.5,52600,175.1,120600,645.5,516200,38.4,160200,157.6,204800,789.8,1807000,2699.9,2788.6,756.2,227.7,56.7,,27.8,18.2,216.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right of Use Assets,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,849,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets Gross Block,,,,,,Aurobindo Pharma,907100,,,6095.8,1246500,,,8107.6,,,,,13294400,,,,,,16521.8,,21573.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accumulated Depreciation,,,,,,Aurobindo Pharma,,,,1489.2,,,,7576.5,,,,,575100,,,,,,1817.9,,2879.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Property, Plant and Equipment",,,,,,Aurobindo Pharma,,,,69.7,,,,175.1,,,,,160200,,,,,,2788.6,,227.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Assets,,,,,,Aurobindo Pharma,49436000,56311.8,78669200,83793.7,97910400,102943.5,97000900,92061.8,117284500,121781.6,144966900,153323,153013000,164125.1,178282600,,186565100,,202282.7,,235551.5,,,,286487.1,327087.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments Accounted for Using the Equity Method,,,,,,Aurobindo Pharma,49436000,,,83793.7,97910400,,,92061.8,,,,,153013000,,,,,,202282.7,,235551.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right of Use Assets,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,4134.5,,5080.1,5190,4520.1,3636.1,2846.8,3019.3,2944.1,2932.6,3747.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Property, Plant and Equipment",,,,,,Aurobindo Pharma,28439600,25120.2,30899400,28623.5,45569500,33803.9,36148700,40830.5,43835500,47365.6,55404000,56936.5,62670200,64948.1,63478900,64731.7,71682800,72204.3,72897.1,75433.7,75063.3,112608.3,111256,118950.2,129874.2,139552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Work in Progress,,,,,,Aurobindo Pharma,,2947.8,,3362.8,,8359,11159700,12373.6,12454600,13995.4,12012100,13419.4,15245100,16218,18376200,24288.9,27691700,29375.6,36655.4,44964,57983.6,27393.9,34966,32660,30394.5,30088.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments Accounted for Using the Equity Method,,,,,,Aurobindo Pharma,,,,,,,,,,2307.9,,2475.6,3478200,4096.1,4133900,947,664500,793.5,777.6,900,1027.2,947.8,898.9,455.4,404.8,1088.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current Investments,,,,,,Aurobindo Pharma,270200,197.6,197500,643.7,1400,1229.4,1689300,2458.5,2454200,807.3,3185100,1126.4,1204300,1450.8,1614600,3365.2,3493200,5389.5,3976,3017.4,2545.4,2268.7,2064.7,2061.6,2261.6,1950.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Asset-net,,,,,,Aurobindo Pharma,,0.5,100500,2305.2,50900,2062.8,1618600,1677.6,2953200,1588,1805400,1832.9,1691400,1632,2416300,4526.8,4222500,2885.9,3679.8,6774.9,9829,12126.4,12033.1,12929.6,14409.2,14835.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current Investments,,,,,,Aurobindo Pharma,,197.6,197500,,,1229.4,1689300,,2454200,807.3,3185100,1126.4,,1450.8,1614600,3365.2,3493200,5389.5,,3017.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Aurobindo Pharma,,,,,,,,,,,,11.9,8500,,,,,,,,,,1732.6,1083.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Tax Asset-net,,,,,,Aurobindo Pharma,,0.5,100500,,,2062.8,1618600,,2953200,1588,1805400,1832.9,,1632,2416300,4526.8,4222500,2885.9,5190,6774.9,3636.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Aurobindo Pharma,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Aurobindo Pharma,3837800,7890.4,3863200,55.3,3427400,54.5,53900,57,58300,54.4,68400,64.6,53500,58.4,66700,72.6,62100,63.2,60.9,55.7,63.8,58.3,61,67.4,71.2,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwill,,,,,,Aurobindo Pharma,884200,,968900,3884.6,871800,4063,4334300,4063,10891100,8165.5,8325600,8325.1,8315000,9159.4,9333600,4289,4298000,4754.2,5917.1,5960.7,5929,5951.5,6299.9,6180.2,6367.6,8001.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,Aurobindo Pharma,,7890.4,3863200,,,54.5,53900,,58300,54.4,68400,64.6,,58.4,66700,72.6,62100,63.2,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwill,,,,,,Aurobindo Pharma,,,968900,,,4063,4334300,,10891100,8165.5,8325600,8325.1,,9159.4,9333600,4289,4298000,4754.2,,5960.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
